Date,Country,State,Lat,Long,Cases,Type
3/18/20,Vatican City,,,,0,death
3/18/20,"Notes ^ Countries and territories, and one international conveyance where cases were diagnosed. Nationality and location of original infection may vary. In some countries, the cases cover several territories, as noted accordingly. ^ Reported confirmed cases. Actual case numbers are probably higher, but impossible to ascertain. ^ ""–"" denotes that no data is currently available for that territory, not that the value is zero. ^ Includes clinically diagnosed cases and deaths from 12 February 2020 and onwards in the province of Hubei. ^ Starting 27 Feb, only at-risk people showing symptoms have been tested.[2][3] ^ Includes all dependencies cases in Guam, Puerto Rico and Virgin Islands, in addition to cases identified on the Grand Princess. ^ Includes all cases overseas in regions of French Guiana, Guadeloupe, Martinique, Mayotte and Réunion, and in collectivities of French Polynesia, New Caledonia, Saint Barthélemy and Saint Martin. ^ While there are more positive cases in Switzerland, the figure reported here is only the number of confirmed cases. ^ Includes all cases in the British Overseas Territories of Akrotiri and Dhekelia, the Cayman Islands, Gibraltar and Montserrat and the Crown dependencies of Guernsey and Jersey. ^ Includes the reported cases in all 4 constituent countries of the Kingdom of the Netherlands, being 1) the Netherlands, 2) Aruba, 3) Curaçao and 4) Sint Maarten. ^ The Dutch Government",,,,0,death
3/18/20,China,,30.9756,112.2707,23,recovered
3/18/20,Italy,,43,12,492,recovered
3/18/20,Iran,,32,53,140,recovered
3/18/20,Spain,,40,-4,137,recovered
3/18/20,Germany,,51,9,3,recovered
3/18/20,France,,46.2276,2.2137,39,recovered
3/18/20,"Korea, South",,,,18,recovered
3/18/20,Switzerland,,46.8182,8.2275,,recovered
3/18/20,United Kingdom,,49.3723,-2.3644,16,recovered
3/18/20,Netherlands,,52.1326,5.2913,,recovered
3/18/20,Austria,,47.5162,14.5501,,recovered
3/18/20,Norway,,60.472,8.4689,,recovered
3/18/20,Belgium,,50.8333,4,,recovered
3/18/20,Sweden,,63,16,,recovered
3/18/20,Denmark,,56.2639,9.5018,,recovered
3/18/20,Japan,,36,138,2,recovered
3/18/20,Malaysia,,2.5,112.5,,recovered
3/18/20,Canada,,49.2827,-123.1207,3,recovered
3/18/20,Cruise Ship,,,,,recovered
3/18/20,Portugal,,39.3999,-8.2245,,recovered
3/18/20,Australia,,-33.8688,151.2093,2,recovered
3/18/20,Brazil,,-14.235,-51.9253,,recovered
3/18/20,Czechia,,,,,recovered
3/18/20,Qatar,,25.3548,51.1839,,recovered
3/18/20,Israel,,31,35,0,recovered
3/18/20,Greece,,39.0742,21.8243,,recovered
3/18/20,Ireland,,53.1424,-7.6921,,recovered
3/18/20,Finland,,64,26,0,recovered
3/18/20,Singapore,,1.2833,103.8333,0,recovered
3/18/20,Pakistan,,30.3753,69.3451,,recovered
3/18/20,Poland,,51.9194,19.1451,,recovered
3/18/20,Slovenia,,46.1512,14.9955,,recovered
3/18/20,Romania,,45.9432,24.9668,,recovered
3/18/20,Estonia,,58.5953,25.0136,,recovered
3/18/20,Bahrain,,26.0275,50.55,,recovered
3/18/20,Iceland,,64.9631,-19.0208,0,recovered
3/18/20,Chile,,-35.6751,-71.543,,recovered
3/18/20,Saudi Arabia,,24,45,,recovered
3/18/20,Indonesia,,-0.7893,113.9213,,recovered
3/18/20,Thailand,,15,101,,recovered
3/18/20,Egypt,,26,30,,recovered
3/18/20,Luxembourg,,49.8153,6.1296,,recovered
3/18/20,Philippines,,13,122,,recovered
3/18/20,Turkey,,38.9637,35.2433,,recovered
3/18/20,Hong Kong,,22.3193,114.1694,,recovered
3/18/20,Iraq,,33,44,,recovered
3/18/20,Ecuador,,-1.8312,-78.1834,,recovered
3/18/20,India,,21,78,,recovered
3/18/20,Russia,,60,90,,recovered
3/18/20,Peru,,-9.19,-75.0152,,recovered
3/18/20,Kuwait,,29.5,47.75,,recovered
3/18/20,Lebanon,,33.8547,35.8623,,recovered
3/18/20,San Marino,,43.9424,12.4578,,recovered
3/18/20,South Africa,,-30.5595,22.9375,,recovered
3/18/20,United Arab Emirates,,24,54,,recovered
3/18/20,Armenia,,40.0691,45.0382,,recovered
3/18/20,Panama,,8.538,-80.7821,,recovered
3/18/20,Slovakia,,48.669,19.699,,recovered
3/18/20,Taiwan,,23.7,121,,recovered
3/18/20,Argentina,,-38.4161,-63.6167,,recovered
3/18/20,Colombia,,4.5709,-74.2973,,recovered
3/18/20,Mexico,,23.6345,-102.5528,,recovered
3/18/20,Bulgaria,,42.7339,25.4858,,recovered
3/18/20,Croatia,,45.1,15.2,,recovered
3/18/20,Serbia,,44.0165,21.0059,,recovered
3/18/20,Uruguay,,-32.5228,-55.7658,,recovered
3/18/20,Vietnam,,16,108,,recovered
3/18/20,Algeria,,28.0339,1.6596,,recovered
3/18/20,Latvia,,56.8796,24.6032,,recovered
3/18/20,Costa Rica,,9.7489,-83.7534,,recovered
3/18/20,Brunei,,4.5353,114.7277,,recovered
3/18/20,Albania,,41.1533,20.1683,,recovered
3/18/20,Cyprus,,35.1264,33.4299,,recovered
3/18/20,Hungary,,47.1625,19.5033,,recovered
3/18/20,Jordan,,31.24,36.51,,recovered
3/18/20,Morocco,,31.7917,-7.0926,,recovered
3/18/20,Andorra,,42.5063,1.5218,,recovered
3/18/20,Belarus,,53.7098,27.9534,,recovered
3/18/20,Sri Lanka,,7,81,,recovered
3/18/20,Malta,,35.9375,14.3754,,recovered
3/18/20,occupied Palestinian territory,,,,,recovered
3/18/20,North Macedonia,,41.6086,21.7453,,recovered
3/18/20,Bosnia and Herzegovina,,43.9159,17.6791,,recovered
3/18/20,Oman,,21,57,,recovered
3/18/20,Georgia,,42.3154,43.3569,,recovered
3/18/20,Cambodia,,11.55,104.9167,,recovered
3/18/20,Moldova,,47.4116,28.3699,,recovered
3/18/20,Kazakhstan,,48.0196,66.9237,,recovered
3/18/20,Senegal,,14.4974,-14.4524,,recovered
3/18/20,Venezuela,,6.4238,-66.5897,,recovered
3/18/20,Azerbaijan,,40.1431,47.5769,,recovered
3/18/20,Dominican Republic,,18.7357,-70.1627,,recovered
3/18/20,Lithuania,,55.1694,23.8813,,recovered
3/18/20,Tunisia,,34,9,,recovered
3/18/20,Liechtenstein,,47.14,9.55,,recovered
3/18/20,New Zealand,,-40.9006,174.886,0,recovered
3/18/20,Afghanistan,,33,65,,recovered
3/18/20,Burkina Faso,,12.2383,-1.5616,,recovered
3/18/20,Cyprus,,,,,recovered
3/18/20,Uzbekistan,,41.3775,64.5853,,recovered
3/18/20,China,,30.9756,112.2707,,recovered
3/18/20,Ukraine,,48.3794,31.1656,,recovered
3/18/20,Jamaica,,18.1096,-77.2975,,recovered
3/18/20,Bangladesh,,23.685,90.3563,,recovered
3/18/20,Cameroon,,3.848,11.5021,,recovered
3/18/20,Maldives,,3.2028,73.2207,,recovered
3/18/20,Kosovo,,42.6026,20.903,,recovered
3/18/20,Bolivia,,-16.2902,-63.5887,,recovered
3/18/20,Paraguay,,-23.4425,-58.4438,,recovered
3/18/20,Rwanda,,-1.9403,29.8739,,recovered
3/18/20,Cuba,,22,-80,,recovered
3/18/20,Honduras,,15.2,-86.2419,,recovered
3/18/20,"Cote d'Ivoire",,,,,recovered
3/18/20,Monaco,,43.7333,7.4167,,recovered
3/18/20,Guatemala,,15.7835,-90.2308,,recovered
3/18/20,Montenegro,,42.5,19.3,,recovered
3/18/20,Nigeria,,9.082,8.6753,,recovered
3/18/20,DR Congo,,,,,recovered
3/18/20,Ghana,,7.9465,-1.0232,,recovered
3/18/20,Kenya,,-0.0236,37.9062,,recovered
3/18/20,Trinidad and Tobago,,10.6918,-61.2225,,recovered
3/18/20,Ethiopia,,9.145,40.4897,,recovered
3/18/20,Mongolia,,46.8625,103.8467,,recovered
3/18/20,Seychelles,,-4.6796,55.492,,recovered
3/18/20,Equatorial Guinea,,1.5,10,,recovered
3/18/20,Guyana,,5,-58.75,,recovered
3/18/20,Gabon,,-0.8037,11.6094,,recovered
3/18/20,Kyrgyzstan,,41.2044,74.7661,,recovered
3/18/20,Mauritius,,-20.2,57.5,,recovered
3/18/20,Tanzania,,-6.369,34.8888,,recovered
3/18/20,Barbados,,13.1939,-59.5432,,recovered
3/18/20,Benin,,9.3077,2.3158,,recovered
3/18/20,Liberia,,6.4281,-9.4295,,recovered
3/18/20,Mauritania,,21.0079,10.9408,,recovered
3/18/20,Namibia,,-22.9576,18.4904,,recovered
3/18/20,Saint Lucia,,13.9094,-60.9789,,recovered
3/18/20,Sudan,,12.8628,30.2176,,recovered
3/18/20,Zambia,,-15.4167,28.2833,,recovered
3/18/20,Antigua and Barbuda,,17.0608,-61.7964,,recovered
3/18/20,The Bahamas,,,,,recovered
3/18/20,Bhutan,,27.5142,90.4336,,recovered
3/18/20,Central African Republic,,6.6111,20.9394,,recovered
3/18/20,Republic of the Congo,,,,,recovered
3/18/20,Djibouti,,11.8251,42.5903,,recovered
3/18/20,El Salvador,,,,,recovered
3/18/20,Eswatini,,-26.5225,31.4659,,recovered
3/18/20,Fiji,,,,,recovered
3/18/20,Gambia,,,,,recovered
3/18/20,Guinea,,9.9456,-9.6966,,recovered
3/18/20,Nepal,,28.1667,84.25,,recovered
3/18/20,Nicaragua,,,,,recovered
3/18/20,Saint Vincent and the Grenadines,,,,,recovered
3/18/20,Somalia,,5.1521,46.1996,,recovered
3/18/20,Suriname,,3.9193,-56.0278,,recovered
3/18/20,Togo,,8.6195,0.8248,,recovered
3/18/20,Vatican City,,,,,recovered
3/18/20,"Notes ^ Countries and territories, and one international conveyance where cases were diagnosed. Nationality and location of original infection may vary. In some countries, the cases cover several territories, as noted accordingly. ^ Reported confirmed cases. Actual case numbers are probably higher, but impossible to ascertain. ^ ""–"" denotes that no data is currently available for that territory, not that the value is zero. ^ Includes clinically diagnosed cases and deaths from 12 February 2020 and onwards in the province of Hubei. ^ Starting 27 Feb, only at-risk people showing symptoms have been tested.[2][3] ^ Includes all dependencies cases in Guam, Puerto Rico and Virgin Islands, in addition to cases identified on the Grand Princess. ^ Includes all cases overseas in regions of French Guiana, Guadeloupe, Martinique, Mayotte and Réunion, and in collectivities of French Polynesia, New Caledonia, Saint Barthélemy and Saint Martin. ^ While there are more positive cases in Switzerland, the figure reported here is only the number of confirmed cases. ^ Includes all cases in the British Overseas Territories of Akrotiri and Dhekelia, the Cayman Islands, Gibraltar and Montserrat and the Crown dependencies of Guernsey and Jersey. ^ Includes the reported cases in all 4 constituent countries of the Kingdom of the Netherlands, being 1) the Netherlands, 2) Aruba, 3) Curaçao and 4) Sint Maarten. ^ The Dutch Government",,,,0,recovered
3/18/20,US,Alabama,32.3182,-86.9023,51,confirmed
3/18/20,US,Alaska,61.3707,-152.4044,6,confirmed
3/18/20,US,American Samoa,AmericanSamoa,AmericanSamoa,0,confirmed
3/18/20,US,Arizona,33.7298,-111.4312,27,confirmed
3/18/20,US,Arkansas,34.9697,-92.3731,30,confirmed
3/18/20,US,California,36.1162,-119.6816,785,confirmed
3/18/20,US,Colorado,39.0598,-105.3111,216,confirmed
3/18/20,US,Connecticut,41.5978,-72.7554,97,confirmed
3/18/20,US,Delaware,39.3185,-75.5071,26,confirmed
3/18/20,US,District of Columbia,38.8974,-77.0268,31,confirmed
3/18/20,US,Florida,27.7663,-81.6868,317,confirmed
3/18/20,US,Georgia,33.0406,-83.6431,199,confirmed
3/18/20,US,Guam,13.4443,144.7937,3,confirmed
3/18/20,US,Hawaii,21.0943,-157.4983,14,confirmed
3/18/20,US,Idaho,44.2405,-114.4788,9,confirmed
3/18/20,US,Illinois,40.3495,-88.9861,288,confirmed
3/18/20,US,Indiana,39.8494,-86.2583,39,confirmed
3/18/20,US,Iowa,42.0115,-93.2105,38,confirmed
3/18/20,US,Kansas,38.5266,-96.7265,18,confirmed
3/18/20,US,Kentucky,37.6681,-84.6701,27,confirmed
3/18/20,US,Louisiana,31.1695,-91.8678,280,confirmed
3/18/20,US,Maine,44.6939,-69.3819,43,confirmed
3/18/20,US,Maryland,39.0639,-76.8021,85,confirmed
3/18/20,US,Massachusetts,42.2302,-71.5301,218,confirmed
3/18/20,US,Michigan,43.3266,-84.5361,111,confirmed
3/18/20,US,Minnesota,45.6945,-93.9002,77,confirmed
3/18/20,US,Mississippi,32.7416,-89.6787,36,confirmed
3/18/20,US,Missouri,38.4561,-92.2884,18,confirmed
3/18/20,US,Montana,46.9219,-110.4544,11,confirmed
3/18/20,US,Nebraska,41.1254,-98.2681,24,confirmed
3/18/20,US,Nevada,38.3135,-117.0554,55,confirmed
3/18/20,US,New Hampshire,43.4525,-71.5639,26,confirmed
3/18/20,US,New Jersey,40.2989,-74.521,427,confirmed
3/18/20,US,New Mexico,34.8405,-106.2485,28,confirmed
3/18/20,US,New York,42.1657,-74.9481,2481,confirmed
3/18/20,US,North Carolina,35.6301,-79.8064,71,confirmed
3/18/20,US,North Dakota,47.5289,-99.784,6,confirmed
3/18/20,US,N. Mariana Islands,N.MarianaIslands,N.MarianaIslands,0,confirmed
3/18/20,US,Ohio,40.3888,-82.7649,88,confirmed
3/18/20,US,Oklahoma,35.5653,-96.9289,31,confirmed
3/18/20,US,Oregon,44.572,-122.0709,88,confirmed
3/18/20,US,Pennsylvania,40.5908,-77.2098,133,confirmed
3/18/20,US,Puerto Rico,18.2208,-66.5901,5,confirmed
3/18/20,US,Rhode Island,41.6809,-71.5118,33,confirmed
3/18/20,US,South Carolina,33.8569,-80.945,60,confirmed
3/18/20,US,South Dakota,44.2998,-99.4388,11,confirmed
3/18/20,US,Tennessee,35.7478,-86.6923,98,confirmed
3/18/20,US,Texas,31.0545,-97.5635,169,confirmed
3/18/20,US,U.S. Virgin Islands,U.S.VirginIslands,U.S.VirginIslands,1,confirmed
3/18/20,US,Utah,40.15,-111.8624,53,confirmed
3/18/20,US,Vermont,44.0459,-72.7107,19,confirmed
3/18/20,US,Virginia,37.7693,-78.17,77,confirmed
3/18/20,US,Washington,47.4009,-121.4905,1187,confirmed
3/18/20,US,West Virginia,38.4912,-80.9545,1,confirmed
3/18/20,US,Wisconsin,44.2685,-89.6165,107,confirmed
3/18/20,US,Wyoming,42.756,-107.3025,15,confirmed
3/18/20,US,As of 19 March 2020 (UTC) · History of cases: United States,Asof19March2020(UTC)·Historyofcases:UnitedStates,Asof19March2020(UTC)·Historyofcases:UnitedStates,As of 19 March 2020 (UTC) · History of cases: United States,confirmed
3/18/20,US,Alabama,32.3182,-86.9023,0,recovered
3/18/20,US,Alaska,61.3707,-152.4044,0,recovered
3/18/20,US,American Samoa,AmericanSamoa,AmericanSamoa,0,recovered
3/18/20,US,Arizona,33.7298,-111.4312,1,recovered
3/18/20,US,Arkansas,34.9697,-92.3731,0,recovered
3/18/20,US,California,36.1162,-119.6816,6,recovered
3/18/20,US,Colorado,39.0598,-105.3111,0,recovered
3/18/20,US,Connecticut,41.5978,-72.7554,0,recovered
3/18/20,US,Delaware,39.3185,-75.5071,0,recovered
3/18/20,US,District of Columbia,38.8974,-77.0268,0,recovered
3/18/20,US,Florida,27.7663,-81.6868,0,recovered
3/18/20,US,Georgia,33.0406,-83.6431,0,recovered
3/18/20,US,Guam,13.4443,144.7937,0,recovered
3/18/20,US,Hawaii,21.0943,-157.4983,0,recovered
3/18/20,US,Idaho,44.2405,-114.4788,0,recovered
3/18/20,US,Illinois,40.3495,-88.9861,2,recovered
3/18/20,US,Indiana,39.8494,-86.2583,0,recovered
3/18/20,US,Iowa,42.0115,-93.2105,0,recovered
3/18/20,US,Kansas,38.5266,-96.7265,0,recovered
3/18/20,US,Kentucky,37.6681,-84.6701,0,recovered
3/18/20,US,Louisiana,31.1695,-91.8678,0,recovered
3/18/20,US,Maine,44.6939,-69.3819,0,recovered
3/18/20,US,Maryland,39.0639,-76.8021,4,recovered
3/18/20,US,Massachusetts,42.2302,-71.5301,1,recovered
3/18/20,US,Michigan,43.3266,-84.5361,0,recovered
3/18/20,US,Minnesota,45.6945,-93.9002,0,recovered
3/18/20,US,Mississippi,32.7416,-89.6787,0,recovered
3/18/20,US,Missouri,38.4561,-92.2884,0,recovered
3/18/20,US,Montana,46.9219,-110.4544,0,recovered
3/18/20,US,Nebraska,41.1254,-98.2681,0,recovered
3/18/20,US,Nevada,38.3135,-117.0554,0,recovered
3/18/20,US,New Hampshire,43.4525,-71.5639,0,recovered
3/18/20,US,New Jersey,40.2989,-74.521,1,recovered
3/18/20,US,New Mexico,34.8405,-106.2485,0,recovered
3/18/20,US,New York,42.1657,-74.9481,1,recovered
3/18/20,US,North Carolina,35.6301,-79.8064,0,recovered
3/18/20,US,North Dakota,47.5289,-99.784,0,recovered
3/18/20,US,N. Mariana Islands,N.MarianaIslands,N.MarianaIslands,0,recovered
3/18/20,US,Ohio,40.3888,-82.7649,0,recovered
3/18/20,US,Oklahoma,35.5653,-96.9289,0,recovered
3/18/20,US,Oregon,44.572,-122.0709,0,recovered
3/18/20,US,Pennsylvania,40.5908,-77.2098,0,recovered
3/18/20,US,Puerto Rico,18.2208,-66.5901,0,recovered
3/18/20,US,Rhode Island,41.6809,-71.5118,0,recovered
3/18/20,US,South Carolina,33.8569,-80.945,0,recovered
3/18/20,US,South Dakota,44.2998,-99.4388,0,recovered
3/18/20,US,Tennessee,35.7478,-86.6923,0,recovered
3/18/20,US,Texas,31.0545,-97.5635,0,recovered
3/18/20,US,U.S. Virgin Islands,U.S.VirginIslands,U.S.VirginIslands,0,recovered
3/18/20,US,Utah,40.15,-111.8624,0,recovered
3/18/20,US,Vermont,44.0459,-72.7107,0,recovered
3/18/20,US,Virginia,37.7693,-78.17,1,recovered
3/18/20,US,Washington,47.4009,-121.4905,89,recovered
3/18/20,US,West Virginia,38.4912,-80.9545,0,recovered
3/18/20,US,Wisconsin,44.2685,-89.6165,1,recovered
3/18/20,US,Wyoming,42.756,-107.3025,0,recovered
3/18/20,US,As of 19 March 2020 (UTC) · History of cases: United States,Asof19March2020(UTC)·Historyofcases:UnitedStates,Asof19March2020(UTC)·Historyofcases:UnitedStates,As of 19 March 2020 (UTC) · History of cases: United States,recovered
3/18/20,US,Alabama,32.3182,-86.9023,0,death
3/18/20,US,Alaska,61.3707,-152.4044,0,death
3/18/20,US,American Samoa,AmericanSamoa,AmericanSamoa,0,death
3/18/20,US,Arizona,33.7298,-111.4312,0,death
3/18/20,US,Arkansas,34.9697,-92.3731,0,death
3/18/20,US,California,36.1162,-119.6816,16,death
3/18/20,US,Colorado,39.0598,-105.3111,2,death
3/18/20,US,Connecticut,41.5978,-72.7554,1,death
3/18/20,US,Delaware,39.3185,-75.5071,0,death
3/18/20,US,District of Columbia,38.8974,-77.0268,0,death
3/18/20,US,Florida,27.7663,-81.6868,7,death
3/18/20,US,Georgia,33.0406,-83.6431,1,death
3/18/20,US,Guam,13.4443,144.7937,0,death
3/18/20,US,Hawaii,21.0943,-157.4983,0,death
3/18/20,US,Idaho,44.2405,-114.4788,0,death
3/18/20,US,Illinois,40.3495,-88.9861,1,death
3/18/20,US,Indiana,39.8494,-86.2583,2,death
3/18/20,US,Iowa,42.0115,-93.2105,0,death
3/18/20,US,Kansas,38.5266,-96.7265,1,death
3/18/20,US,Kentucky,37.6681,-84.6701,1,death
3/18/20,US,Louisiana,31.1695,-91.8678,7,death
3/18/20,US,Maine,44.6939,-69.3819,0,death
3/18/20,US,Maryland,39.0639,-76.8021,0,death
3/18/20,US,Massachusetts,42.2302,-71.5301,0,death
3/18/20,US,Michigan,43.3266,-84.5361,1,death
3/18/20,US,Minnesota,45.6945,-93.9002,0,death
3/18/20,US,Mississippi,32.7416,-89.6787,0,death
3/18/20,US,Missouri,38.4561,-92.2884,0,death
3/18/20,US,Montana,46.9219,-110.4544,0,death
3/18/20,US,Nebraska,41.1254,-98.2681,0,death
3/18/20,US,Nevada,38.3135,-117.0554,1,death
3/18/20,US,New Hampshire,43.4525,-71.5639,0,death
3/18/20,US,New Jersey,40.2989,-74.521,5,death
3/18/20,US,New Mexico,34.8405,-106.2485,0,death
3/18/20,US,New York,42.1657,-74.9481,16,death
3/18/20,US,North Carolina,35.6301,-79.8064,0,death
3/18/20,US,North Dakota,47.5289,-99.784,0,death
3/18/20,US,N. Mariana Islands,N.MarianaIslands,N.MarianaIslands,0,death
3/18/20,US,Ohio,40.3888,-82.7649,0,death
3/18/20,US,Oklahoma,35.5653,-96.9289,0,death
3/18/20,US,Oregon,44.572,-122.0709,2,death
3/18/20,US,Pennsylvania,40.5908,-77.2098,1,death
3/18/20,US,Puerto Rico,18.2208,-66.5901,0,death
3/18/20,US,Rhode Island,41.6809,-71.5118,0,death
3/18/20,US,South Carolina,33.8569,-80.945,2,death
3/18/20,US,South Dakota,44.2998,-99.4388,1,death
3/18/20,US,Tennessee,35.7478,-86.6923,0,death
3/18/20,US,Texas,31.0545,-97.5635,3,death
3/18/20,US,U.S. Virgin Islands,U.S.VirginIslands,U.S.VirginIslands,0,death
3/18/20,US,Utah,40.15,-111.8624,0,death
3/18/20,US,Vermont,44.0459,-72.7107,0,death
3/18/20,US,Virginia,37.7693,-78.17,2,death
3/18/20,US,Washington,47.4009,-121.4905,66,death
3/18/20,US,West Virginia,38.4912,-80.9545,0,death
3/18/20,US,Wisconsin,44.2685,-89.6165,0,death
3/18/20,US,Wyoming,42.756,-107.3025,0,death
3/18/20,US,As of 19 March 2020 (UTC) · History of cases: United States,Asof19March2020(UTC)·Historyofcases:UnitedStates,Asof19March2020(UTC)·Historyofcases:UnitedStates,As of 19 March 2020 (UTC) · History of cases: United States,death
3/19/2020,China,,30.9756,112.2707,"80,928",confirmed
3/19/2020,Italy,,43,12,"35,713",confirmed
3/19/2020,Iran,,32,53,"18,407",confirmed
3/19/2020,Spain,,40,-4,"17,395",confirmed
3/19/2020,Germany,,51,9,"14,259",confirmed
3/19/2020,United States,,,,10692,confirmed
3/19/2020,France,,46.2276,2.2137,"9,134",confirmed
3/19/2020,"Korea, South",,,,"8,565",confirmed
3/19/2020,Switzerland,,46.8182,8.2275,"3,438",confirmed
3/19/2020,United Kingdom,,49.3723,-2.3644,"2,626",confirmed
3/19/2020,Netherlands,,52.1326,5.2913,"2,468",confirmed
3/19/2020,Austria,,47.5162,14.5501,"2,013",confirmed
3/19/2020,Belgium,,50.8333,4,"1,795",confirmed
3/19/2020,Norway,,60.472,8.4689,"1,738",confirmed
3/19/2020,Sweden,,63,16,"1,418",confirmed
3/19/2020,Denmark,,56.2639,9.5018,"1,206",confirmed
3/19/2020,Japan,,36,138,923,confirmed
3/19/2020,Malaysia,,2.5,112.5,900,confirmed
3/19/2020,Portugal,,39.3999,-8.2245,785,confirmed
3/19/2020,Canada,,49.2827,-123.1207,727,confirmed
3/19/2020,Cruise Ship,,,,712,confirmed
3/19/2020,Australia,,-33.8688,151.2093,709,confirmed
3/19/2020,Czechia,,,,631,confirmed
3/19/2020,Brazil,,-14.235,-51.9253,529,confirmed
3/19/2020,Israel,,31,35,529,confirmed
3/19/2020,Qatar,,25.3548,51.1839,452,confirmed
3/19/2020,Greece,,39.0742,21.8243,418,confirmed
3/19/2020,Finland,,64,26,400,confirmed
3/19/2020,Pakistan,,30.3753,69.3451,384,confirmed
3/19/2020,Ireland,,53.1424,-7.6921,366,confirmed
3/19/2020,Singapore,,1.2833,103.8333,345,confirmed
3/19/2020,Chile,,-35.6751,-71.543,342,confirmed
3/19/2020,Luxembourg,,49.8153,6.1296,335,confirmed
3/19/2020,Iceland,,64.9631,-19.0208,330,confirmed
3/19/2020,Poland,,51.9194,19.1451,325,confirmed
3/19/2020,Slovenia,,46.1512,14.9955,319,confirmed
3/19/2020,Indonesia,,-0.7893,113.9213,309,confirmed
3/19/2020,Romania,,45.9432,24.9668,277,confirmed
3/19/2020,Thailand,,15,101,272,confirmed
3/19/2020,Bahrain,,26.0275,50.55,269,confirmed
3/19/2020,Estonia,,58.5953,25.0136,267,confirmed
3/19/2020,Saudi Arabia,,24,45,238,confirmed
3/19/2020,Philippines,,13,122,217,confirmed
3/19/2020,Egypt,,26,30,210,confirmed
3/19/2020,Hong Kong,,22.3193,114.1694,208,confirmed
3/19/2020,Russia,,60,90,199,confirmed
3/19/2020,Turkey,,38.9637,35.2433,191,confirmed
3/19/2020,India,,21,78,173,confirmed
3/19/2020,Ecuador,,-1.8312,-78.1834,168,confirmed
3/19/2020,Iraq,,33,44,164,confirmed
3/19/2020,South Africa,,-30.5595,22.9375,150,confirmed
3/19/2020,Lebanon,,33.8547,35.8623,149,confirmed
3/19/2020,Kuwait,,29.5,47.75,148,confirmed
3/19/2020,Peru,,-9.19,-75.0152,145,confirmed
3/19/2020,San Marino,,43.9424,12.4578,144,confirmed
3/19/2020,United Arab Emirates,,24,54,140,confirmed
3/19/2020,Slovakia,,48.669,19.699,123,confirmed
3/19/2020,Armenia,,40.0691,45.0382,122,confirmed
3/19/2020,Mexico,,23.6345,-102.5528,118,confirmed
3/19/2020,Panama,,8.538,-80.7821,109,confirmed
3/19/2020,Taiwan,,23.7,121,108,confirmed
3/19/2020,Croatia,,45.1,15.2,105,confirmed
3/19/2020,Colombia,,4.5709,-74.2973,102,confirmed
3/19/2020,Argentina,,-38.4161,-63.6167,97,confirmed
3/19/2020,Serbia,,44.0165,21.0059,97,confirmed
3/19/2020,Bulgaria,,42.7339,25.4858,94,confirmed
3/19/2020,Latvia,,56.8796,24.6032,86,confirmed
3/19/2020,Uruguay,,-32.5228,-55.7658,79,confirmed
3/19/2020,Vietnam,,16,108,76,confirmed
3/19/2020,Algeria,,28.0339,1.6596,75,confirmed
3/19/2020,Brunei,,4.5353,114.7277,73,confirmed
3/19/2020,Hungary,,47.1625,19.5033,73,confirmed
3/19/2020,Costa Rica,,9.7489,-83.7534,69,confirmed
3/19/2020,Albania,,41.1533,20.1683,64,confirmed
3/19/2020,Cyprus,,35.1264,33.4299,58,confirmed
3/19/2020,Morocco,,31.7917,-7.0926,58,confirmed
3/19/2020,Jordan,,31.24,36.51,56,confirmed
3/19/2020,Andorra,,42.5063,1.5218,53,confirmed
3/19/2020,Sri Lanka,,7,81,53,confirmed
3/19/2020,Belarus,,53.7098,27.9534,51,confirmed
3/19/2020,North Macedonia,,41.6086,21.7453,49,confirmed
3/19/2020,Malta,,35.9375,14.3754,48,confirmed
3/19/2020,occupied Palestinian territory,,,,47,confirmed
3/19/2020,Bosnia and Herzegovina,,43.9159,17.6791,45,confirmed
3/19/2020,Kazakhstan,,48.0196,66.9237,44,confirmed
3/19/2020,Georgia,,42.3154,43.3569,40,confirmed
3/19/2020,Oman,,21,57,39,confirmed
3/19/2020,Cambodia,,11.55,104.9167,37,confirmed
3/19/2020,Lithuania,,55.1694,23.8813,36,confirmed
3/19/2020,Moldova,,47.4116,28.3699,36,confirmed
3/19/2020,Senegal,,14.4974,-14.4524,36,confirmed
3/19/2020,Venezuela,,6.4238,-66.5897,36,confirmed
3/19/2020,Azerbaijan,,40.1431,47.5769,34,confirmed
3/19/2020,Dominican Republic,,18.7357,-70.1627,34,confirmed
3/19/2020,Tunisia,,34,9,29,confirmed
3/19/2020,Liechtenstein,,47.14,9.55,28,confirmed
3/19/2020,New Zealand,,-40.9006,174.886,28,confirmed
3/19/2020,Burkina Faso,,12.2383,-1.5616,27,confirmed
3/19/2020,Uzbekistan,,41.3775,64.5853,23,confirmed
3/19/2020,Afghanistan,,33,65,22,confirmed
3/19/2020,Cyprus,,,,20,confirmed
3/19/2020,Bangladesh,,23.685,90.3563,18,confirmed
3/19/2020,China,,30.9756,112.2707,17,confirmed
3/19/2020,Ukraine,,48.3794,31.1656,16,confirmed
3/19/2020,Bolivia,,-16.2902,-63.5887,15,confirmed
3/19/2020,Jamaica,,18.1096,-77.2975,15,confirmed
3/19/2020,DR Congo,,,,14,confirmed
3/19/2020,Cameroon,,3.848,11.5021,13,confirmed
3/19/2020,Maldives,,3.2028,73.2207,13,confirmed
3/19/2020,Kosovo,,42.6026,20.903,13,confirmed
